key,section,hu_text,de_text,de_status
portaszolgalat:PILOT_HU.useCases.4,useCases.4,"Olyan vállalati helyszínek, ahol fontos a rendezett első benyomás és a szabályozott beléptetés","Unternehmensstandorte, an denen ein geordneter erster Eindruck und eine geregelte Zutrittskontrolle wichtig sind",translated_draft
portaszolgalat:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
portaszolgalat:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
portaszolgalat:PILOT_HU.includedItems.0,includedItems.0,Látogatók és vendégek fogadása,Empfang von Besuchern und Gästen,translated_draft
portaszolgalat:PILOT_HU.includedItems.1,includedItems.1,Vendégregisztráció és beléptetési rend támogatása,Besucherregistrierung und Unterstützung der Zutrittsordnung,translated_draft
portaszolgalat:PILOT_HU.includedItems.2,includedItems.2,"Beszállítók, futárok és alvállalkozók kezelése","Betreuung von Lieferanten, Kurieren und Nachunternehmern",translated_draft
portaszolgalat:PILOT_HU.includedItems.3,includedItems.3,Kulcskezelési és kiadási szabályok követése,Einhaltung der Regeln für Schlüsselverwaltung und -ausgabe,translated_draft
portaszolgalat:PILOT_HU.includedItems.4,includedItems.4,Csomagátvétel és információtovábbítás egyeztetett rend szerint,Paketannahme und Informationsweitergabe nach abgestimmter Ordnung,translated_draft
portaszolgalat:PILOT_HU.includedItems.5,includedItems.5,"Szolgálati napló, eseményrögzítés és riportálás","Dienstbuch, Ereigniserfassung und Berichtswesen",translated_draft
portaszolgalat:PILOT_HU.includedItems.6,includedItems.6,"Kapcsolódás beléptető rendszerhez vagy belső üzemeltetési folyamathoz, ha a helyszín ezt igényli","Anbindung an Zutrittskontrollsysteme oder interne Betriebsprozesse, sofern der Standort dies erfordert",translated_draft
portaszolgalat:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
portaszolgalat:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
portaszolgalat:PILOT_HU.processSteps.0.title,processSteps.0.title,Első egyeztetés és működési igényfelmérés,Erstabstimmung und Aufnahme des Betriebsbedarfs,translated_draft
portaszolgalat:PILOT_HU.processSteps.0.body,processSteps.0.body,"A megkeresésre 2 munkanapon belül visszajelzünk, majd rögzítjük a helyszín típusát, a látogatói forgalmat, a portapontok számát és a kapcsolódó biztonsági vagy üzemeltetési elvárásokat.","Wir melden uns innerhalb von 2 Arbeitstagen auf Ihre Anfrage und erfassen anschließend den Standorttyp, das Besucheraufkommen, die Anzahl der Pfortenpunkte und die zugehörigen Sicherheits- oder Betriebsanforderungen.",translated_draft
portaszolgalat:PILOT_HU.processSteps.1.title,processSteps.1.title,Helyszíni bejárás és forgalmi pontok áttekintése,Begehung vor Ort und Überblick über die Verkehrspunkte,translated_draft
portaszolgalat:PILOT_HU.processSteps.1.body,processSteps.1.body,"Áttekintjük a bejáratokat, recepciós vagy portapontokat, beléptetési helyzeteket, kulcskezelési igényeket és a rendszeres beszállítói vagy vendégforgalmat.","Wir prüfen die Eingänge, Empfangs- und Pfortenpunkte, Zutrittssituationen, den Bedarf an Schlüsselverwaltung sowie den regelmäßigen Lieferanten- und Besucherverkehr.",translated_draft
portaszolgalat:PILOT_HU.processSteps.2.title,processSteps.2.title,Portaszolgálati és recepciós protokoll kialakítása,Gestaltung des Pförtner- und Empfangsprotokolls,translated_draft
portaszolgalat:PILOT_HU.processSteps.2.body,processSteps.2.body,"Meghatározzuk a vendégfogadás, beléptetés, kulcskiadás, csomagátvétel, értesítés és eseményrögzítés napi rendjét.","Wir legen den Tagesablauf für Gästeempfang, Zutrittskontrolle, Schlüsselausgabe, Paketannahme, Benachrichtigung und Ereigniserfassung fest.",translated_draft
portaszolgalat:PILOT_HU.processSteps.3.title,processSteps.3.title,Szolgálati utasítás és riportálási rend rögzítése,Festschreibung der Dienstanweisung und der Berichtsordnung,translated_draft
portaszolgalat:PILOT_HU.processSteps.3.body,processSteps.3.body,"Írásban rögzítjük a dokumentálandó eseményeket, a riportformátumot, az eszkalációs pontokat és a kijelölt kapcsolattartókat.","Wir halten schriftlich fest, welche Ereignisse zu dokumentieren sind, in welchem Format berichtet wird, wo die Eskalationspunkte liegen und wer als Ansprechpartner benannt ist.",translated_draft
portaszolgalat:PILOT_HU.processSteps.4.title,processSteps.4.title,Személyzet megszervezése és betanítás,Organisation des Personals und Einarbeitung,translated_draft
portaszolgalat:PILOT_HU.processSteps.4.body,processSteps.4.body,"A szolgálatot a szerződéses igények, a helyszíni protokoll és a napi forgalom alapján szervezzük meg, betanítással és indulási egyeztetéssel.","Den Dienst organisieren wir auf Grundlage der vertraglichen Anforderungen, des Standortprotokolls und des täglichen Verkehrsaufkommens, mit Einarbeitung und Abstimmung zum Start.",translated_draft
portaszolgalat:PILOT_HU.processSteps.5.title,processSteps.5.title,Rendszeres egyeztetés és finomhangolás,Regelmäßige Abstimmung und Feinjustierung,translated_draft
portaszolgalat:PILOT_HU.processSteps.5.body,processSteps.5.body,"A működési tapasztalatokat, visszatérő kérdéseket és riportokat a kijelölt felelős kapcsolattartóval egyeztetjük.","Die Betriebserfahrungen, wiederkehrenden Fragen und Berichte stimmen wir mit dem benannten verantwortlichen Ansprechpartner ab.",translated_draft
portaszolgalat:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
portaszolgalat:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
portaszolgalat:PILOT_HU.trustItems.0.title,trustItems.0.title,Napi szolgálati rend és naplózás,Tägliche Dienstordnung und Protokollierung,translated_draft
portaszolgalat:PILOT_HU.trustItems.0.body,trustItems.0.body,"Szolgálati napló, vendégkezelési rend, eseményrögzítés és egyeztetett riportálás segíti a portaszolgálati kontrollt.","Dienstbuch, Besuchermanagement, Ereigniserfassung und abgestimmtes Berichtswesen unterstützen die Kontrolle des Pförtnerdienstes.",translated_draft
portaszolgalat:PILOT_HU.trustItems.1.title,trustItems.1.title,Kijelölt felelős kapcsolattartó,Benannter verantwortlicher Ansprechpartner,translated_draft
portaszolgalat:PILOT_HU.trustItems.1.body,trustItems.1.body,"A megrendelő egy felelős kapcsolattartóval egyeztethet a napi működésről, a riportokról és a szükséges protokoll-módosításokról.","Der Auftraggeber stimmt sich mit einem verantwortlichen Ansprechpartner über den laufenden Betrieb, die Berichte und notwendige Protokollanpassungen ab.",translated_draft
portaszolgalat:PILOT_HU.trustItems.2.title,trustItems.2.title,24/7 diszpécseri háttér,24/7-Leitstelle im Hintergrund,translated_draft
portaszolgalat:PILOT_HU.trustItems.2.body,trustItems.2.body,A portaszolgálati működés 24/7 diszpécseri háttérrel támogatható; az értesítési és eszkalációs rendet az együttműködés elején rögzítjük.,Der Pförtnerbetrieb kann durch eine 24/7-Leitstelle unterstützt werden; die Benachrichtigungs- und Eskalationsordnung legen wir zu Beginn der Zusammenarbeit fest.,translated_draft
portaszolgalat:PILOT_HU.trustItems.3.title,trustItems.3.title,ISO 9001 és ISO 27001,ISO 9001 und ISO 27001,translated_draft
portaszolgalat:PILOT_HU.trustItems.3.body,trustItems.3.body,"A szolgálati folyamatokat az Avenir ISO 9001 és ISO 27001 tanúsított irányítási rendszerei támogatják, amennyiben az adott folyamatok a tanúsított működési körbe tartoznak.","Die Dienstprozesse werden durch die nach ISO 9001 und ISO 27001 zertifizierten Managementsysteme von Avenir unterstützt, sofern die betreffenden Prozesse in den zertifizierten Geltungsbereich fallen.",translated_draft
portaszolgalat:PILOT_HU.trustItems.4.title,trustItems.4.title,Látogatóadat-kezelési szempontok figyelembevétele,Berücksichtigung der Besucherdaten-Aspekte,translated_draft
portaszolgalat:PILOT_HU.trustItems.4.body,trustItems.4.body,"A látogatói és beléptetési adatok kezelésekor figyelembe kell venni a célhoz kötöttséget, a tájékoztatást és az időben korlátozott megőrzést.","Bei der Verarbeitung von Besucher- und Zutrittsdaten sind die Zweckbindung, die Information der Betroffenen und die zeitlich begrenzte Aufbewahrung zu berücksichtigen.",legal_review_required
portaszolgalat:PILOT_HU.trustItems.5.title,trustItems.5.title,Vendégfogadás és beléptetési kontroll egy folyamatban,Gästeempfang und Zutrittskontrolle in einem Ablauf,translated_draft
portaszolgalat:PILOT_HU.trustItems.5.body,trustItems.5.body,"A recepciós és portaszolgálati protokollok az udvarias látogatókezelést kontrollált beléptetéssel, eszkalációval és riportálással kapcsolják össze, így a front-of-house működés és a biztonsági rutinok ugyanazon helyszíni szabályok szerint működnek.","Die Empfangs- und Pförtnerprotokolle verbinden den zuvorkommenden Umgang mit Besuchern mit kontrollierter Zutrittskontrolle, Eskalation und Berichtswesen, sodass der Empfangsbetrieb und die Sicherheitsroutinen denselben Standortregeln folgen.",translated_draft
portaszolgalat:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
portaszolgalat:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
portaszolgalat:PILOT_HU.faq.0.q,faq.0.q,Mit tartalmaz a recepciós és portaszolgálat?,Was umfasst der Empfangs- und Pförtnerdienst?,translated_draft
portaszolgalat:PILOT_HU.faq.0.a,faq.0.a,"A szolgáltatás a helyszín igényei szerint tartalmazhat vendégfogadást, vendégregisztrációt, beléptetési támogatást, beszállítók és futárok kezelését, kulcskezelést, csomagátvételt, szolgálati naplót és egyeztetett riportálást.","Die Leistung kann je nach Bedarf des Standorts den Gästeempfang, die Besucherregistrierung, die Unterstützung der Zutrittskontrolle, die Betreuung von Lieferanten und Kurieren, die Schlüsselverwaltung, die Paketannahme, das Dienstbuch und ein abgestimmtes Berichtswesen umfassen.",translated_draft
portaszolgalat:PILOT_HU.faq.1.q,faq.1.q,Mikor érdemes portaszolgálati felmérést kérni?,Wann ist eine Aufnahme des Pförtnerdienstes vor Ort sinnvoll?,translated_draft
portaszolgalat:PILOT_HU.faq.1.a,faq.1.a,"A felmérés akkor különösen hasznos, ha nő a látogatói vagy beszállítói forgalom, változik a beléptetési rend, több szereplő használja ugyanazt az objektumot, vagy rendezettebb naplózásra és felelősségi rendre van szükség.","Die Aufnahme ist besonders dann sinnvoll, wenn das Besucher- oder Lieferantenaufkommen zunimmt, sich die Zutrittsordnung ändert, mehrere Parteien dasselbe Objekt nutzen oder eine geordnetere Protokollierung und Verantwortungsstruktur benötigt wird.",translated_draft
portaszolgalat:PILOT_HU.faq.2.q,faq.2.q,Miben különbözik a portaszolgálat az objektumőrzéstől?,Worin unterscheidet sich der Pförtnerdienst vom Objektschutz?,translated_draft
portaszolgalat:PILOT_HU.faq.2.a,faq.2.a,"A portaszolgálat elsősorban a bejárati, recepciós és napi forgalomkezelési pontokra koncentrál, míg az objektumőrzés szélesebb vagyonvédelmi jelenlétet, járőrözést és incidenskezelést is jelenthet. A két szolgáltatás szükség esetén összehangolható.","Der Pförtnerdienst konzentriert sich vor allem auf die Eingangs-, Empfangs- und täglichen Verkehrspunkte, während der Objektschutz eine breitere Sicherheitspräsenz mit Kontrollgängen und Vorfallbearbeitung bedeuten kann. Beide Leistungen lassen sich bei Bedarf aufeinander abstimmen.",translated_draft
portaszolgalat:PILOT_HU.faq.3.q,faq.3.q,Kezelhető-e a beszállítói és futárforgalom?,Kann der Lieferanten- und Kurierverkehr abgewickelt werden?,translated_draft
portaszolgalat:PILOT_HU.faq.3.a,faq.3.a,"Igen, a beszállítói, futár- és alvállalkozói beléptetés rendjét a helyszíni felmérés alapján alakítjuk ki. Meghatározható, milyen adatokat kell rögzíteni, kit kell értesíteni, és hogyan történjen a ki- és beléptetés naplózása.","Ja, die Ordnung für die Zutrittskontrolle von Lieferanten, Kurieren und Nachunternehmern gestalten wir auf Grundlage der Begehung vor Ort. Festgelegt werden kann, welche Daten zu erfassen sind, wer zu benachrichtigen ist und wie Ein- und Austritt protokolliert werden.",translated_draft
portaszolgalat:PILOT_HU.faq.4.q,faq.4.q,Van-e kulcskezelés?,Gibt es eine Schlüsselverwaltung?,translated_draft
portaszolgalat:PILOT_HU.faq.4.a,faq.4.a,"Igen, a szolgáltatás része lehet kulcskezelési rend követése, kulcskiadás és kulcsvisszavétel rögzítése. A pontos szabályokat az együttműködés elején, helyszínre szabottan rögzítjük.","Ja, Bestandteil der Leistung können die Einhaltung der Schlüsselordnung sowie die Erfassung von Schlüsselausgabe und -rücknahme sein. Die genauen Regeln legen wir zu Beginn der Zusammenarbeit standortspezifisch fest.",translated_draft
portaszolgalat:PILOT_HU.faq.5.q,faq.5.q,Összeköthető-e beléptető rendszerrel?,Ist eine Anbindung an Zutrittskontrollsysteme möglich?,translated_draft
portaszolgalat:PILOT_HU.faq.5.a,faq.5.a,"Igen, ahol erre lehetőség van, a portaszolgálat kapcsolódhat meglévő beléptető rendszerhez, kamerarendszerhez vagy belső üzemeltetési folyamathoz.","Ja, wo dies möglich ist, kann der Pförtnerdienst an vorhandene Zutrittskontroll- oder Kamerasysteme oder an interne Betriebsprozesse angebunden werden.",translated_draft
portaszolgalat:PILOT_HU.faq.6.q,faq.6.q,Hogyan kezelhetők a látogatóadatok a porta- és recepciós folyamatban?,Wie können Besucherdaten im Pforten- und Empfangsprozess verarbeitet werden?,translated_draft
portaszolgalat:PILOT_HU.faq.6.a,faq.6.a,"A látogatóadatok kezelésekor a célhoz kötöttség, az időben korlátozott megőrzés, a látogatói tájékoztatás, a beléptetési kontextus és a helyszín saját szabályai a meghatározók. A pontos adatköröket és megőrzési rendet a megrendelői elvárásokkal és a helyszíni adatkezelési szabályokkal összhangban kell kialakítani.","Bei der Verarbeitung von Besucherdaten sind die Zweckbindung, die zeitlich begrenzte Aufbewahrung, die Information der Besucher, der Zutrittskontext und die standorteigenen Regeln maßgeblich. Die genauen Datenkategorien und die Aufbewahrungsordnung sind im Einklang mit den Anforderungen des Auftraggebers und den Datenschutzregeln des Standorts festzulegen.",legal_review_required
portaszolgalat:PILOT_HU.faq.7.q,faq.7.q,Kapunk-e riportot a napi működésről?,Erhalten wir Berichte über den laufenden Betrieb?,translated_draft
portaszolgalat:PILOT_HU.faq.7.a,faq.7.a,"Igen, a portaszolgálati működéshez szolgálati napló, eseményrögzítés és egyeztetett riportálás kapcsolódhat. A pontos riportformátumot a megrendelői igény és a helyszín működése alapján rögzítjük.","Ja, der Pförtnerbetrieb kann mit Dienstbuch, Ereigniserfassung und abgestimmtem Berichtswesen verbunden werden. Das genaue Berichtsformat legen wir auf Grundlage der Anforderungen des Auftraggebers und des Standortbetriebs fest.",translated_draft
